threshold,precision,sensitivity,specificity,fpr,fscore,youden,matthews,balanced_accuracy,standard_accuracy
0.21499999999999997,0.7427652733118971,0.9428571428571428,0.23809523809523808,0.7619047619047619,0.8309352517985611,0.18095238095238098,0.2635296562766111,0.5904761904761905,0.7
0.21999999999999997,0.7451612903225806,0.9428571428571428,0.24761904761904763,0.7523809523809524,0.8324324324324324,0.19047619047619047,0.2743516305843672,0.5952380952380952,0.7
0.22499999999999998,0.7467532467532467,0.9387755102040817,0.2571428571428571,0.7428571428571429,0.8318264014466545,0.1959183673469389,0.2762821590944161,0.5979591836734695,0.7
0.22999999999999998,0.7475409836065574,0.9306122448979591,0.26666666666666666,0.7333333333333334,0.829090909090909,0.19727891156462585,0.27008606550977104,0.5986394557823129,0.7
0.235,0.7524752475247525,0.9306122448979591,0.2857142857142857,0.7142857142857143,0.8321167883211679,0.21632653061224483,0.29074833323160576,0.6081632653061224,0.7
0.23999999999999996,0.7533333333333333,0.9224489795918367,0.29523809523809524,0.7047619047619047,0.8293577981651374,0.217687074829932,0.28507865803991933,0.608843537414966,0.7
0.24499999999999997,0.7525083612040134,0.9183673469387755,0.29523809523809524,0.7047619047619047,0.8272058823529412,0.21360544217687072,0.27744015781320225,0.6068027210884354,0.7
0.24999999999999997,0.7525083612040134,0.9183673469387755,0.29523809523809524,0.7047619047619047,0.8272058823529412,0.21360544217687072,0.27744015781320225,0.6068027210884354,0.7
0.25499999999999995,0.7525083612040134,0.9183673469387755,0.29523809523809524,0.7047619047619047,0.8272058823529412,0.21360544217687072,0.27744015781320225,0.6068027210884354,0.7
0.25999999999999995,0.7525083612040134,0.9183673469387755,0.29523809523809524,0.7047619047619047,0.8272058823529412,0.21360544217687072,0.27744015781320225,0.6068027210884354,0.7
0.26499999999999996,0.7542087542087542,0.9142857142857143,0.3047619047619048,0.6952380952380952,0.8265682656826568,0.21904761904761916,0.28002710412406484,0.6095238095238096,0.7
0.26999999999999996,0.7593220338983051,0.9142857142857143,0.3238095238095238,0.6761904761904762,0.8296296296296297,0.23809523809523814,0.2998030512567984,0.6190476190476191,0.7
0.27499999999999997,0.7585034013605442,0.9102040816326531,0.3238095238095238,0.6761904761904762,0.8274582560296846,0.23401360544217686,0.2925170068027211,0.6170068027210884,0.7
0.27999999999999997,0.7602739726027398,0.9061224489795918,0.3333333333333333,0.6666666666666667,0.8268156424581007,0.23945578231292508,0.29511929037383666,0.6197278911564625,0.7
0.285,0.7602739726027398,0.9061224489795918,0.3333333333333333,0.6666666666666667,0.8268156424581007,0.23945578231292508,0.29511929037383666,0.6197278911564625,0.7
0.29,0.7602739726027398,0.9061224489795918,0.3333333333333333,0.6666666666666667,0.8268156424581007,0.23945578231292508,0.29511929037383666,0.6197278911564625,0.7
0.295,0.7692307692307693,0.8979591836734694,0.37142857142857144,0.6285714285714286,0.8286252354048965,0.26938775510204094,0.31936148521974,0.6346938775510205,0.7
0.3,0.7692307692307693,0.8979591836734694,0.37142857142857144,0.6285714285714286,0.8286252354048965,0.26938775510204094,0.31936148521974,0.6346938775510205,0.7
0.30499999999999994,0.7692307692307693,0.8979591836734694,0.37142857142857144,0.6285714285714286,0.8286252354048965,0.26938775510204094,0.31936148521974,0.6346938775510205,0.7
0.30999999999999994,0.7692307692307693,0.8979591836734694,0.37142857142857144,0.6285714285714286,0.8286252354048965,0.26938775510204094,0.31936148521974,0.6346938775510205,0.7
0.31499999999999995,0.773851590106007,0.8938775510204081,0.3904761904761905,0.6095238095238096,0.8295454545454545,0.28435374149659864,0.33121196682227405,0.6421768707482993,0.7
0.31999999999999995,0.776595744680851,0.8938775510204081,0.4,0.6,0.8311195445920303,0.29387755102040813,0.3403808302494242,0.6469387755102041,0.7
0.32499999999999996,0.7777777777777778,0.8857142857142857,0.4095238095238095,0.5904761904761905,0.8282442748091604,0.2952380952380951,0.33644866584220623,0.6476190476190475,0.7
0.32999999999999996,0.7769784172661871,0.8816326530612245,0.4095238095238095,0.5904761904761905,0.8260038240917783,0.291156462585034,0.33007716444871316,0.645578231292517,0.7
0.33499999999999996,0.776173285198556,0.8775510204081632,0.4095238095238095,0.5904761904761905,0.8237547892720307,0.28707482993197275,0.32379601038281164,0.6435374149659864,0.7
0.33999999999999997,0.7745454545454545,0.8693877551020408,0.4095238095238095,0.5904761904761905,0.8192307692307692,0.2789115646258504,0.31149224232301037,0.6394557823129252,0.7
0.345,0.7765567765567766,0.8653061224489796,0.41904761904761906,0.5809523809523809,0.8185328185328186,0.28435374149659864,0.31456467647469505,0.6421768707482993,0.7
0.35,0.7835820895522388,0.8571428571428571,0.44761904761904764,0.5523809523809524,0.8187134502923977,0.3047619047619048,0.32973424046684263,0.6523809523809524,0.7
0.355,0.7916666666666666,0.8530612244897959,0.47619047619047616,0.5238095238095238,0.8212180746561887,0.3292517006802722,0.35047297051821447,0.6646258503401361,0.7
0.35999999999999993,0.7923076923076923,0.8408163265306122,0.4857142857142857,0.5142857142857142,0.8158415841584159,0.3265306122448979,0.3423683940087303,0.6632653061224489,0.7
0.36499999999999994,0.7915057915057915,0.8367346938775511,0.4857142857142857,0.5142857142857142,0.8134920634920635,0.3224489795918368,0.33687448642909806,0.6612244897959184,0.7
0.36999999999999994,0.7890625,0.8244897959183674,0.4857142857142857,0.5142857142857142,0.8063872255489021,0.310204081632653,0.3207312598320199,0.6551020408163265,0.7
0.37499999999999994,0.7865612648221344,0.8122448979591836,0.4857142857142857,0.5142857142857142,0.7991967871485943,0.2979591836734694,0.3050621591459607,0.6489795918367347,0.7
0.37999999999999995,0.7951807228915663,0.8081632653061225,0.5142857142857142,0.48571428571428577,0.8016194331983806,0.3224489795918366,0.3261206792460077,0.6612244897959183,0.7
0.38499999999999995,0.7975708502024291,0.8040816326530612,0.5238095238095238,0.47619047619047616,0.8008130081300813,0.32789115646258504,0.3297162154089255,0.6639455782312925,0.7
0.38999999999999996,0.7959183673469388,0.7959183673469388,0.5238095238095238,0.47619047619047616,0.7959183673469388,0.3197278911564627,0.3197278911564626,0.6598639455782314,0.7
0.39499999999999996,0.7959183673469388,0.7959183673469388,0.5238095238095238,0.47619047619047616,0.7959183673469388,0.3197278911564627,0.3197278911564626,0.6598639455782314,0.7
0.39999999999999997,0.7950819672131147,0.7918367346938775,0.5238095238095238,0.47619047619047616,0.7934560327198363,0.31564625850340144,0.31479693245920626,0.6578231292517007,0.7
0.40499999999999997,0.7966804979253111,0.7836734693877551,0.5333333333333333,0.4666666666666667,0.7901234567901234,0.3170068027210884,0.3137072122434104,0.6585034013605442,0.7
0.4099999999999999,0.8,0.7836734693877551,0.5428571428571428,0.4571428571428572,0.7917525773195876,0.3265306122448979,0.3223291856101521,0.6632653061224489,0.7
0.4149999999999999,0.7974683544303798,0.7714285714285715,0.5428571428571428,0.4571428571428572,0.7842323651452282,0.3142857142857143,0.3080271075782528,0.6571428571428571,0.7
0.41999999999999993,0.7966101694915254,0.7673469387755102,0.5428571428571428,0.4571428571428572,0.7817047817047817,0.310204081632653,0.3033309829707876,0.6551020408163265,0.7
0.42499999999999993,0.7991452991452992,0.763265306122449,0.5523809523809524,0.4476190476190476,0.7807933194154489,0.31564625850340144,0.3072850377484957,0.6578231292517007,0.7
0.42999999999999994,0.7965367965367965,0.7510204081632653,0.5523809523809524,0.4476190476190476,0.773109243697479,0.3034013605442176,0.2935051628559057,0.6517006802721088,0.7
0.43499999999999994,0.8026315789473685,0.746938775510204,0.5714285714285714,0.4285714285714286,0.773784355179704,0.31836734693877533,0.30616734716790966,0.6591836734693877,0.7
0.43999999999999995,0.8053097345132744,0.7428571428571429,0.580952380952381,0.419047619047619,0.7728237791932059,0.323809523809524,0.310243183034953,0.661904761904762,0.7
0.44499999999999995,0.8080357142857143,0.7387755102040816,0.5904761904761905,0.4095238095238095,0.7718550106609807,0.3292517006802722,0.3143376752208938,0.6646258503401361,0.7
0.44999999999999996,0.8099547511312217,0.7306122448979592,0.6,0.4,0.7682403433476395,0.33061224489795915,0.3140549436949456,0.6653061224489796,0.7
0.45499999999999996,0.8127853881278538,0.726530612244898,0.6095238095238096,0.3904761904761904,0.7672413793103448,0.3360544217687076,0.31822156016006914,0.6680272108843538,0.7
0.45999999999999996,0.8127853881278538,0.726530612244898,0.6095238095238096,0.3904761904761904,0.7672413793103448,0.3360544217687076,0.31822156016006914,0.6680272108843538,0.7
0.4649999999999999,0.8148148148148148,0.7183673469387755,0.6190476190476191,0.38095238095238093,0.7635574837310195,0.33741496598639453,0.3180993331717314,0.6687074829931973,0.7
0.4699999999999999,0.813953488372093,0.7142857142857143,0.6190476190476191,0.38095238095238093,0.7608695652173914,0.3333333333333335,0.31381256075008346,0.6666666666666667,0.7
0.4749999999999999,0.813953488372093,0.7142857142857143,0.6190476190476191,0.38095238095238093,0.7608695652173914,0.3333333333333335,0.31381256075008346,0.6666666666666667,0.7
0.4799999999999999,0.812206572769953,0.7061224489795919,0.6190476190476191,0.38095238095238093,0.7554585152838428,0.32517006802721093,0.30530798874989157,0.6625850340136055,0.7
0.48499999999999993,0.8160377358490566,0.7061224489795919,0.6285714285714286,0.37142857142857144,0.7571115973741794,0.3346938775510204,0.31384700317823827,0.6673469387755102,0.7
0.48999999999999994,0.8151658767772512,0.7020408163265306,0.6285714285714286,0.37142857142857144,0.7543859649122807,0.33061224489795915,0.30963354030230184,0.6653061224489796,0.7
0.49499999999999994,0.8260869565217391,0.6979591836734694,0.6571428571428571,0.34285714285714286,0.756637168141593,0.35510204081632657,0.3310378620457262,0.6775510204081633,0.7
0.49999999999999994,0.824390243902439,0.689795918367347,0.6571428571428571,0.34285714285714286,0.7511111111111112,0.34693877551020424,0.3227524899524641,0.6734693877551021,0.7
0.5049999999999999,0.825,0.673469387755102,0.6666666666666666,0.33333333333333337,0.7415730337078652,0.34013605442176864,0.314970394174356,0.6700680272108843,0.7
0.5099999999999999,0.8333333333333334,0.673469387755102,0.6857142857142857,0.3142857142857143,0.7449209932279909,0.3591836734693876,0.3320778360912659,0.6795918367346938,0.7
0.5149999999999999,0.8375634517766497,0.673469387755102,0.6952380952380952,0.3047619047619048,0.7466063348416289,0.3687074829931971,0.34062836897415183,0.6843537414965986,0.7
0.5199999999999999,0.8393782383419689,0.6612244897959184,0.7047619047619048,0.2952380952380952,0.7397260273972602,0.3659863945578232,0.3372206428248326,0.6829931972789116,0.7
0.5249999999999999,0.8393782383419689,0.6612244897959184,0.7047619047619048,0.2952380952380952,0.7397260273972602,0.3659863945578232,0.3372206428248326,0.6829931972789116,0.7
0.5299999999999999,0.8385416666666666,0.6571428571428571,0.7047619047619048,0.2952380952380952,0.7368421052631579,0.36190476190476195,0.3332673985421961,0.680952380952381,0.7
0.5349999999999999,0.8404255319148937,0.6448979591836734,0.7142857142857143,0.2857142857142857,0.7297921478060045,0.3591836734693876,0.33010936684465203,0.6795918367346938,0.7
0.5399999999999999,0.8440860215053764,0.6408163265306123,0.7238095238095238,0.2761904761904762,0.728538283062645,0.36462585034013606,0.3348472607729634,0.682312925170068,0.7
0.5449999999999999,0.8440860215053764,0.6408163265306123,0.7238095238095238,0.2761904761904762,0.728538283062645,0.36462585034013606,0.3348472607729634,0.682312925170068,0.7
0.5499999999999999,0.8461538461538461,0.6285714285714286,0.7333333333333333,0.2666666666666667,0.721311475409836,0.36190476190476195,0.3319568649619408,0.680952380952381,0.7
0.5549999999999999,0.85,0.6244897959183674,0.7428571428571429,0.2571428571428571,0.7200000000000001,0.36734693877551017,0.3368165348543039,0.6836734693877551,0.7
0.5599999999999999,0.8531073446327684,0.6163265306122448,0.7523809523809524,0.24761904761904763,0.7156398104265402,0.3687074829931971,0.3379480608207379,0.6843537414965986,0.7
0.565,0.8522727272727273,0.6122448979591837,0.7523809523809524,0.24761904761904763,0.7125890736342043,0.36462585034013606,0.3341905681213443,0.682312925170068,0.7
0.57,0.8554913294797688,0.6040816326530613,0.7619047619047619,0.23809523809523814,0.7081339712918661,0.3659863945578232,0.3354539791910646,0.6829931972789116,0.7
0.575,0.8596491228070176,0.6,0.7714285714285715,0.22857142857142854,0.706730769230769,0.37142857142857144,0.3405088696447899,0.6857142857142857,0.7
0.58,0.8579881656804734,0.5918367346938775,0.7714285714285715,0.22857142857142854,0.7004830917874395,0.3632653061224489,0.33313401132172993,0.6816326530612244,0.7
0.585,0.8562874251497006,0.5836734693877551,0.7714285714285715,0.22857142857142854,0.6941747572815533,0.35510204081632657,0.32579699895471675,0.6775510204081633,0.7
0.59,0.8562874251497006,0.5836734693877551,0.7714285714285715,0.22857142857142854,0.6941747572815533,0.35510204081632657,0.32579699895471675,0.6775510204081633,0.7
0.595,0.8562874251497006,0.5836734693877551,0.7714285714285715,0.22857142857142854,0.6941747572815533,0.35510204081632657,0.32579699895471675,0.6775510204081633,0.7
0.5999999999999999,0.8554216867469879,0.5795918367346938,0.7714285714285715,0.22857142857142854,0.6909975669099757,0.3510204081632653,0.32214181635824823,0.6755102040816326,0.7
0.6049999999999999,0.8545454545454545,0.5755102040816327,0.7714285714285715,0.22857142857142854,0.6878048780487805,0.34693877551020424,0.31849505716588666,0.6734693877551021,0.7
0.6099999999999999,0.8588957055214724,0.5714285714285714,0.780952380952381,0.21904761904761905,0.6862745098039215,0.35238095238095246,0.3237244571247615,0.6761904761904762,0.7
0.6149999999999999,0.8588957055214724,0.5714285714285714,0.780952380952381,0.21904761904761905,0.6862745098039215,0.35238095238095246,0.3237244571247615,0.6761904761904762,0.7
0.6199999999999999,0.8580246913580247,0.5673469387755102,0.780952380952381,0.21904761904761905,0.6830466830466831,0.3482993197278912,0.3201060526978444,0.6741496598639456,0.7
0.6249999999999999,0.8571428571428571,0.563265306122449,0.780952380952381,0.21904761904761905,0.6798029556650246,0.3442176870748299,0.31649513139443247,0.672108843537415,0.7
0.6299999999999999,0.8553459119496856,0.5551020408163265,0.780952380952381,0.21904761904761905,0.6732673267326733,0.33605442176870737,0.30929440231573097,0.6680272108843537,0.7
0.6349999999999999,0.8553459119496856,0.5551020408163265,0.780952380952381,0.21904761904761905,0.6732673267326733,0.33605442176870737,0.30929440231573097,0.6680272108843537,0.7
0.6399999999999999,0.8544303797468354,0.5510204081632653,0.780952380952381,0.21904761904761905,0.6699751861042182,0.3319727891156461,0.305703929489834,0.665986394557823,0.7
0.6449999999999999,0.8544303797468354,0.5510204081632653,0.780952380952381,0.21904761904761905,0.6699751861042182,0.3319727891156461,0.305703929489834,0.665986394557823,0.7
0.6499999999999999,0.8636363636363636,0.5428571428571428,0.8,0.19999999999999996,0.6666666666666666,0.34285714285714297,0.31652097680399843,0.6714285714285715,0.7
0.6549999999999999,0.8675496688741722,0.5346938775510204,0.8095238095238095,0.19047619047619047,0.6616161616161615,0.3442176870748299,0.31849004482211213,0.672108843537415,0.7
0.6599999999999999,0.8666666666666667,0.5306122448979592,0.8095238095238095,0.19047619047619047,0.6582278481012658,0.34013605442176864,0.314970394174356,0.6700680272108843,0.7
0.6649999999999999,0.8767123287671232,0.5224489795918368,0.8285714285714286,0.17142857142857137,0.6547314578005115,0.3510204081632655,0.3262259819117998,0.6755102040816328,0.7
0.6699999999999999,0.8758620689655172,0.5183673469387755,0.8285714285714286,0.17142857142857137,0.6512820512820513,0.34693877551020424,0.3227524899524641,0.6734693877551021,0.7
0.6749999999999999,0.8758620689655172,0.5183673469387755,0.8285714285714286,0.17142857142857137,0.6512820512820513,0.34693877551020424,0.3227524899524641,0.6734693877551021,0.7
0.6799999999999999,0.8794326241134752,0.5061224489795918,0.8380952380952381,0.16190476190476188,0.6424870466321243,0.3442176870748299,0.32160898574905294,0.672108843537415,0.7
0.6849999999999999,0.8785714285714286,0.5020408163265306,0.8380952380952381,0.16190476190476188,0.638961038961039,0.34013605442176864,0.31816814513383856,0.6700680272108843,0.7
0.69,0.8768115942028986,0.49387755102040815,0.8380952380952381,0.16190476190476188,0.6318537859007832,0.3319727891156463,0.31129540152638263,0.6659863945578232,0.7
0.695,0.8832116788321168,0.49387755102040815,0.8476190476190476,0.1523809523809524,0.6335078534031413,0.3414965986394558,0.32063726015155974,0.6707482993197279,0.7
0.7,0.8814814814814815,0.4857142857142857,0.8476190476190476,0.1523809523809524,0.6263157894736842,0.33333333333333326,0.31381256075008346,0.6666666666666666,0.7
0.7049999999999998,0.8805970149253731,0.4816326530612245,0.8476190476190476,0.1523809523809524,0.6226912928759893,0.3292517006802722,0.3104033815627379,0.6646258503401361,0.7
0.7099999999999999,0.8796992481203008,0.4775510204081633,0.8476190476190476,0.1523809523809524,0.6190476190476191,0.32517006802721093,0.30699589346764056,0.6625850340136055,0.7
0.7149999999999999,0.8796992481203008,0.4775510204081633,0.8476190476190476,0.1523809523809524,0.6190476190476191,0.32517006802721093,0.30699589346764056,0.6625850340136055,0.7
0.7199999999999999,0.8778625954198473,0.46938775510204084,0.8476190476190476,0.1523809523809524,0.6117021276595745,0.3170068027210884,0.3001847105963405,0.6585034013605442,0.7
0.7249999999999999,0.8837209302325582,0.46530612244897956,0.8571428571428571,0.1428571428571429,0.6096256684491979,0.3224489795918366,0.3063005006407494,0.6612244897959183,0.7
0.7299999999999999,0.8837209302325582,0.46530612244897956,0.8571428571428571,0.1428571428571429,0.6096256684491979,0.3224489795918366,0.3063005006407494,0.6612244897959183,0.7
0.7349999999999999,0.8790322580645161,0.4448979591836735,0.8571428571428571,0.1428571428571429,0.5907859078590786,0.3020408163265307,0.28938649846117465,0.6510204081632653,0.7
0.7399999999999999,0.8833333333333333,0.4326530612244898,0.8666666666666667,0.1333333333333333,0.5808219178082191,0.2993197278911566,0.2889738156210036,0.6496598639455783,0.7
0.7449999999999999,0.8823529411764706,0.42857142857142855,0.8666666666666667,0.1333333333333333,0.5769230769230769,0.2952380952380953,0.2856081629584374,0.6476190476190476,0.7
0.7499999999999999,0.8771929824561403,0.40816326530612246,0.8666666666666667,0.1333333333333333,0.5571030640668524,0.27482993197278915,0.26874060771973285,0.6374149659863946,0.7
0.7549999999999999,0.8771929824561403,0.40816326530612246,0.8666666666666667,0.1333333333333333,0.5571030640668524,0.27482993197278915,0.26874060771973285,0.6374149659863946,0.7
0.7599999999999999,0.875,0.4,0.8666666666666667,0.1333333333333333,0.5490196078431373,0.2666666666666666,0.2619684159977919,0.6333333333333333,0.7
0.7649999999999999,0.8727272727272727,0.39183673469387753,0.8666666666666667,0.1333333333333333,0.5408450704225352,0.2585034013605443,0.2551772719413704,0.6292517006802721,0.7
0.7699999999999999,0.8878504672897196,0.3877551020408163,0.8857142857142857,0.11428571428571432,0.5397727272727272,0.273469387755102,0.2720140798955848,0.636734693877551,0.7
0.7749999999999999,0.8846153846153846,0.37551020408163266,0.8857142857142857,0.11428571428571432,0.5272206303724928,0.2612244897959184,0.2619433383706322,0.6306122448979592,0.7
0.7799999999999999,0.8846153846153846,0.37551020408163266,0.8857142857142857,0.11428571428571432,0.5272206303724928,0.2612244897959184,0.2619433383706322,0.6306122448979592,0.7
0.7849999999999999,0.883495145631068,0.37142857142857144,0.8857142857142857,0.11428571428571432,0.5229885057471265,0.2571428571428571,0.2585741274368752,0.6285714285714286,0.7
0.7899999999999999,0.88,0.35918367346938773,0.8857142857142857,0.11428571428571432,0.5101449275362319,0.2448979591836733,0.2484236013632475,0.6224489795918366,0.7
0.7949999999999999,0.875,0.34285714285714286,0.8857142857142857,0.11428571428571432,0.4926686217008797,0.22857142857142865,0.23477246481693817,0.6142857142857143,0.7
0.7999999999999999,0.8913043478260869,0.3346938775510204,0.9047619047619048,0.09523809523809523,0.486646884272997,0.23945578231292508,0.24928678337273524,0.6197278911564625,0.7
0.8049999999999999,0.9010989010989011,0.3346938775510204,0.9142857142857143,0.08571428571428574,0.48809523809523814,0.24897959183673457,0.2601182743313289,0.6244897959183673,0.7
0.8099999999999998,0.8977272727272727,0.3224489795918367,0.9142857142857143,0.08571428571428574,0.4744744744744744,0.23673469387755097,0.25006195326340985,0.6183673469387755,0.7
0.8149999999999998,0.9047619047619048,0.31020408163265306,0.9238095238095239,0.07619047619047614,0.46200607902735563,0.23401360544217686,0.25109515807479554,0.6170068027210884,0.7
0.8199999999999998,0.9036144578313253,0.30612244897959184,0.9238095238095239,0.07619047619047614,0.4573170731707317,0.2299319727891156,0.24773215489680117,0.6149659863945578,0.7
0.8249999999999998,0.9,0.2938775510204082,0.9238095238095239,0.07619047619047614,0.44307692307692303,0.217687074829932,0.23756554836659946,0.608843537414966,0.7
0.8299999999999998,0.8961038961038961,0.2816326530612245,0.9238095238095239,0.07619047619047614,0.4285714285714285,0.2054421768707484,0.22726921601760264,0.6027210884353742,0.7
0.8349999999999999,0.8918918918918919,0.2693877551020408,0.9238095238095239,0.07619047619047614,0.4137931034482759,0.19319727891156457,0.21682447131418872,0.5965986394557823,0.7
0.8399999999999999,0.9014084507042254,0.2612244897959184,0.9333333333333333,0.06666666666666665,0.4050632911392405,0.19455782312925174,0.22171501942597,0.5972789115646259,0.7
0.8449999999999999,0.8923076923076924,0.23673469387755103,0.9333333333333333,0.06666666666666665,0.37419354838709673,0.17006802721088432,0.20041086260161742,0.5850340136054422,0.7
0.8499999999999999,0.8870967741935484,0.22448979591836735,0.9333333333333333,0.06666666666666665,0.3583061889250815,0.15782312925170072,0.18943326873682498,0.5789115646258504,0.7
0.8549999999999999,0.8793103448275862,0.20816326530612245,0.9333333333333333,0.06666666666666665,0.33663366336633666,0.14149659863945585,0.17438867158453986,0.5707482993197279,0.7
0.8599999999999999,0.8771929824561403,0.20408163265306123,0.9333333333333333,0.06666666666666665,0.3311258278145696,0.13741496598639458,0.17054558787249868,0.5687074829931973,0.7
0.8649999999999999,0.8703703703703703,0.19183673469387755,0.9333333333333333,0.06666666666666665,0.31438127090301005,0.12517006802721098,0.15879449575586224,0.5625850340136055,0.7
0.8699999999999999,0.8703703703703703,0.19183673469387755,0.9333333333333333,0.06666666666666665,0.31438127090301005,0.12517006802721098,0.15879449575586224,0.5625850340136055,0.7
0.8749999999999999,0.8936170212765957,0.17142857142857143,0.9523809523809523,0.04761904761904767,0.2876712328767123,0.12380952380952381,0.16640313411368632,0.5619047619047619,0.7
0.8799999999999999,0.8888888888888888,0.16326530612244897,0.9523809523809523,0.04761904761904767,0.27586206896551724,0.11564625850340127,0.15832631426434857,0.5578231292517006,0.7
